kata,kategori,pengucapan,penjelasan,arti
windows,noun,ˈwin-(ˌ)dō,Pembukaan terutama di dinding bangunan untuk masuk cahaya dan udara yang biasanya ditutup oleh selongsong atau ikat pinggang yang mengandung bahan transparan (seperti kaca) dan mampu dibuka dan ditutup,windows
photos,noun,ˈfō-(ˌ)tō,Foto,foto
gay,adjective,ˈgā,"Dari, berkaitan dengan, atau ditandai dengan ketertarikan seksual atau romantis kepada orang -orang dari jenis kelamin yang sama - sering kali merujuk pada pria saja",gay
thread,noun,ˈthred,"Sebuah filamen, sekelompok filamen terpelintir bersama, atau panjang filamen yang dibentuk dengan memutar dan memutar serat tekstil pendek menjadi untaian kontinu",benang
week,noun,ˈwēk,Salah satu dari serangkaian siklus 7 hari yang digunakan dalam berbagai kalender;terutama: siklus 7 hari dimulai pada hari minggu dan berakhir pada hari sabtu,pekan
category,noun,ˈka-tə-ˌgȯr-ē,Salah satu dari beberapa kelas mendasar dan berbeda yang menjadi entitas atau konsepnya,kategori
note,verb,ˈnōt,Untuk memperhatikan atau mengamati dengan hati -hati,catatan
live,verb,ˈliv,Menjadi hidup: memiliki kehidupan hewan atau tumbuhan,hidup
large,adjective,ˈlärj,Melampaui sebagian besar hal lain dari jenis yang sama terutama dalam jumlah atau ukuran: besar,besar
gallery,noun,ˈga-lə-rē,Promenade beratap: tiang,galeri
table,noun,ˈtā-bəl,Sepotong furnitur yang terdiri dari pelat datar halus yang dipasang di kaki,meja
register,noun,ˈre-jə-stər,Catatan tertulis yang berisi entri item atau detail reguler,daftar
however,conjunction,hau̇-ˈe-vər,Dengan cara apa pun atau cara itu,namun
june,noun,ˈjün,Bulan keenam kalender gregorian,juni
october,noun,äk-ˈtō-bər,Bulan ke -10 kalender gregorian,oktober
november,noun,nō-ˈvem-bər,Bulan ke -11 dari kalender gregorian,november
market,noun,ˈmär-kət,Pertemuan bersama orang -orang untuk tujuan perdagangan dengan pembelian dan penjualan pribadi dan biasanya tidak dengan lelang,pasar
library,noun,ˈlī-ˌbrer-ē,"Tempat di mana bahan sastra, musik, artistik, atau referensi (seperti buku, naskah, rekaman, atau film) disimpan untuk digunakan tetapi tidak untuk dijual",perpustakaan
really,adverb,ˈrē-(ə-)lē,Pada kenyataannya: sebenarnya,sungguh
action,noun,ˈak-shən,Sesuatu yang dilakukan: perbuatan,tindakan
start,verb,ˈstärt,Untuk bergerak tiba -tiba dan keras: musim semi,awal
series,noun,ˈsir-(ˌ)ēz,Sejumlah hal atau peristiwa dari kelas yang sama datang satu demi satu dalam suksesi spasial atau temporal,seri
model,noun,ˈmä-dᵊl,Representasi sesuatu yang biasanya miniatur;juga: pola sesuatu yang harus dibuat,model
features,noun,ˈfē-chər,"Struktur, bentuk, atau penampilan terutama dari seseorang",fitur
air,noun,ˈer,Campuran gas tanpa bau yang tidak terlihat (seperti nitrogen dan oksigen) yang mengelilingi bumi;juga: campuran gas yang setara pada objek surgawi lainnya (seperti planet),udara
industry,noun,ˈin-(ˌ)də-strē,Aktivitas manufaktur secara keseluruhan,industri
plan,noun,ˈplan,Gambar atau diagram yang digambar di pesawat: seperti,rencana
human,adjective,ˈhyü-mən,"Dari, berkaitan dengan, atau karakteristik manusia",manusia
provided,conjunction,prə-ˈvī-dəd,Dengan syarat itu: dengan pemahaman: jika,asalkan
tv,noun,ˈtē-ˈvē,Televisi,televisi
yes,adverb,ˈyes,—d digunakan sebagai kata fungsi untuk menyatakan persetujuan atau kesepakatan,ya
required,adjective,ri-ˈkwī(-ə)rd,"Ditetapkan seperlunya untuk dilakukan, dibuat, atau disediakan",diperlukan
second,adjective,ˈse-kənd,Di sebelah yang pertama di tempat atau waktu,kedua
hot,adjective,ˈhät,Memiliki suhu yang relatif tinggi,panas
accessories,noun,ik-ˈse-sə-rē,"Objek atau perangkat yang tidak penting dalam dirinya sendiri tetapi menambah keindahan, kenyamanan, atau efektivitas sesuatu yang lain",aksesoris
cost,noun,ˈkȯst,Jumlah atau setara dibayar atau dibebankan untuk sesuatu: harga,biaya
movie,noun,ˈmü-vē,Rekaman gambar bergerak yang menceritakan sebuah kisah dan bahwa orang -orang menonton di layar atau televisi: gambar bergerak,film
forums,noun,ˈfȯr-əm,Pasar atau tempat umum kota romawi kuno yang membentuk pusat bisnis peradilan dan publik,forum
march,noun,ˈmärch,Wilayah perbatasan: perbatasan;khususnya: distrik yang awalnya didirikan untuk mempertahankan batas - biasanya digunakan dalam jamak,berbaris
la,interjection,ˈlȯ,—d digunakan untuk penekanan atau mengekspresikan kejutan,la
september,noun,sep-ˈtem-bər,Bulan kesembilan kalender gregorian,september
better,adjective,ˈbe-tər,Lebih dari setengahnya,lebih baik
say,verb,ˈsā,Untuk mengekspresikan dengan kata -kata: status,mengatakan
questions,verb,question,Untuk mengajukan pertanyaan tentang atau tentang,pertanyaan
july,noun,ju̇-ˈlī,Bulan ketujuh dari kalender gregorian,juli
yahoo,noun,ˈyā-(ˌ)hü,Anggota ras brutes dalam perjalanan gulliver swift yang memiliki bentuk dan semua kejahatan manusia,yahoo
going,noun,ˈgō-iŋ,Tindakan atau contoh dari pergi,pergi
medical,adjective,ˈme-di-kəl,"Dari, berkaitan dengan, atau peduli dengan dokter atau praktik kedokteran",medis
test,noun,ˈtest,Sarana pengujian: seperti,tes
friend,noun,ˈfrend,Satu melekat pada orang lain dengan kasih sayang atau penghargaan,teman
come,verb,ˈkəm,Untuk bergerak menuju sesuatu: pendekatan,datang
dec,abbreviation,dec,Almarhum,dec
server,noun,ˈsər-vər,Yang menyajikan makanan atau minuman,server
pc,abbreviation,pc,Parsec,pc
study,noun,ˈstə-dē,Keadaan kontemplasi: lamunan,belajar
application,noun,ˌa-plə-ˈkā-shən,Tindakan melamar:,aplikasi
cart,noun,ˈkärt,Kendaraan roda 2 yang ditarik kuda yang biasanya digunakan untuk bertani atau mengangkut barang,keranjang
staff,noun,ˈstaf,Tongkat panjang dibawa di tangan untuk dukungan dalam berjalan,staf
articles,noun,ˈär-ti-kəl,Bagian yang sering bernomor yang berbeda dari tulisan,artikel
san,noun,ˈsän,Seorang anggota orang-orang pemburu-pemburu asli dan tradisional di afrika selatan yang dianggap sebagai penghuni tertua di wilayah ini,san
feedback,noun,ˈfēd-ˌbak,"Transmisi informasi evaluatif atau korektif tentang tindakan, peristiwa, atau proses ke sumber asli atau pengendali;juga: informasi yang ditransmisikan",masukan
again,adverb,ə-ˈgen,Sebagai gantinya: kembali,lagi
play,noun,ˈplā,Permainan anggar,bermain
looking,verb,ˈlu̇k,Untuk memastikan atau berhati -hati (bahwa sesuatu sudah selesai),melihat
issues,noun,ˈi-(ˌ)shü,Materi vital atau gelisah,masalah
april,noun,ˈā-prəl,Bulan keempat kalender gregorian,april
never,adverb,ˈne-vər,Tidak pernah: tidak pernah waktu,tidak pernah
users,noun,ˈyü-zər,Seseorang yang menggunakan sesuatu: seperti,pengguna
complete,adjective,kəm-ˈplēt,"Memiliki semua bagian, elemen, atau langkah yang diperlukan",menyelesaikan
street,noun,ˈstrēt,"Jalan raya terutama di kota, kota, atau desa yang lebih lebar dari gang atau jalur dan yang biasanya termasuk trotoar",jalan
topic,noun,ˈtä-pik,Subjek wacana atau bagian dari wacana,tema
comment,noun,ˈkä-ˌment,Komentar,komentar
financial,adjective,fə-ˈnan(t)-shəl,Berkaitan dengan keuangan atau pemodal,keuangan
things,noun,ˈthiŋ,Objek atau entitas yang tidak ditunjuk secara tepat atau mampu ditunjuk,hal-hal
working,noun,ˈwər-kiŋ,Cara fungsi atau operasi: operasi - biasanya digunakan dalam jamak,bekerja
against,preposition,ə-ˈgen(t)st,Sebagai oposisi atau permusuhan terhadap,melawan
standard,noun,ˈstan-dərd,Objek yang mencolok (seperti spanduk) yang sebelumnya dibawa di bagian atas tiang dan digunakan untuk menandai titik rapat umum terutama dalam pertempuran atau untuk melayani sebagai lambang,standar
tax,noun,ˈtaks,Biaya uang yang biasanya dikenakan oleh wewenang pada orang atau properti untuk tujuan publik,pajak
person,noun,ˈpər-sᵊn,"Manusia, individu - kadang -kadang digunakan dalam kombinasi terutama oleh mereka yang lebih suka menghindari manusia dalam senyawa yang berlaku untuk kedua jenis kelamin",orang
below,adverb,bi-ˈlō,Di atau ke tempat yang lebih rendah,di bawah
mobile,adjective,ˈmō-bəl,Mampu bergerak atau dipindahkan: bergerak,mobile
less,adjective,ˈles,Merupakan jumlah atau jumlah yang lebih terbatas,lebih sedikit
got,get,got,Mendapatkan,telah mendapatkan
blog,noun,ˈblȯg,"Situs web yang berisi refleksi pribadi online, komentar, dan seringkali hyperlink, video, dan foto yang disediakan oleh penulis;juga: isi situs seperti itu",blog
party,noun,ˈpär-tē,"Seseorang atau kelompok yang mengambil satu sisi pertanyaan, perselisihan, atau kontes",berpesta
payment,noun,ˈpā-mənt,Tindakan membayar,pembayaran
equipment,noun,i-ˈkwip-mənt,Serangkaian artikel atau sumber daya fisik yang berfungsi untuk melengkapi seseorang atau sesuatu: seperti,peralatan
login,verb,log on,Untuk membangun komunikasi dan memulai interaksi dengan komputer atau sistem - sering digunakan dengan - sering ditulis sebagai masuk dan masuk,gabung
student,noun,ˈstü-dᵊnt,"Sarjana, pelajar;terutama: orang yang bersekolah",murid
let,verb,ˈlet,Menyebabkan: membuat,membiarkan
programs,noun,ˈprō-ˌgram,Pemberitahuan publik,program
offers,verb,ˈȯ-fər,Untuk hadir sebagai tindakan ibadah atau pengabdian: pengorbanan,penawaran
legal,adjective,ˈlē-gəl,Atau terkait dengan hukum,hukum
above,adverb,ə-ˈbəv,Di langit: overhead,di atas
recent,adjective,ˈrē-sᵊnt,"Akhir -akhir ini muncul: baru, segar",terkini
park,noun,ˈpärk,Sepotong tanah tertutup yang diisi dengan permainan dan dipegang oleh resep kerajaan atau hibah,taman
stores,noun,store,Sesuatu yang disimpan atau disimpan di masa depan,toko
side,noun,ˈsīd,Bagian kanan atau kiri dinding atau batang tubuh,samping
act,noun,ˈakt,Doing of a thing: perbuatan,bertindak
problem,noun,ˈprä-bləm,"Pertanyaan yang diajukan untuk penyelidikan, pertimbangan, atau solusi",masalah
red,adjective,ˈred,Dari warna merah,merah
give,verb,ˈgiv,Untuk membuat hadiah,memberi
memory,noun,ˈmem-rē,Kekuatan atau proses mereproduksi atau mengingat apa yang telah dipelajari dan dipertahankan terutama melalui mekanisme asosiatif,penyimpanan
performance,noun,pər-ˈfȯr-mən(t)s,Pelaksanaan suatu tindakan,pertunjukan
social,adjective,ˈsō-shəl,Melibatkan sekutu atau konfederasi,sosial
q,noun,ˈkyü,Huruf ke -17 dari alfabet bahasa inggris,q
august,adjective,ȯ-ˈgəst,Ditandai dengan martabat atau kemegahan yang agung,agustus
quote,verb,ˈkwōt,Untuk berbicara atau menulis (bagian) dari yang lain biasanya dengan pengakuan kredit,mengutip
language,noun,ˈlaŋ-gwij,"Kata -kata, pengucapannya, dan metode menggabungkannya digunakan dan dipahami oleh sebuah komunitas",bahasa
story,noun,ˈstȯr-ē,Akun insiden atau acara,cerita
sell,verb,ˈsel,"Untuk memberikan atau menyerah melanggar tugas, kepercayaan, atau kesetiaan dan terutama untuk keuntungan pribadi: mengkhianati - sering digunakan tanpa keluar",menjual
options,verb,option,Untuk memberikan atau mengambil opsi,pilihan
experience,noun,ik-ˈspir-ē-ən(t)s,Pengamatan langsung atau partisipasi dalam acara sebagai dasar pengetahuan,pengalaman
rates,noun,ˈrāt,"Jumlah, jumlah, atau tingkat sesuatu yang diukur per unit sesuatu yang lain",tarif
create,verb,krē-ˈāt,Untuk mewujudkan,membuat
key,noun,ˈkē,Instrumen logam biasanya yang digunakan untuk membuka kunci atau untuk memulai atau mengakses mekanisme,kunci
body,noun,ˈbä-dē,Bagian utama dari tanaman atau hewan hewan terutama dibedakan dari anggota badan dan kepala: batang,tubuh
young,adjective,ˈyəŋ,"Berada di tahap pertama atau awal kehidupan, pertumbuhan, atau perkembangan",muda
america,geographical name,ə-ˈmer-ə-kə,Baik benua (amerika utara atau amerika selatan) dari belahan bumi barat,amerika
important,adjective,im-ˈpȯr-tᵊnt,Ditandai oleh atau indikasi nilai atau konsekuensi yang signifikan: berharga dalam konten atau hubungan,penting
field,noun,ˈfēld,Area lahan terbuka yang bebas dari hutan dan bangunan,bidang
few,pronoun,ˈfyü,Tidak banyak orang atau hal,sedikit
east,adverb,ˈēst,"Untuk, menuju, atau di timur",timur
paper,noun,ˈpā-pər,Lembar serat sayuran yang biasanya diletakkan di atas layar halus dari suspensi air,kertas
single,adjective,ˈsiŋ-gəl,Belum nikah,lajang
ii,noun,type ii error,Penerimaan hipotesis nol dalam pengujian statistik saat itu salah,ii
age,noun,ˈāj,"Waktu kehidupan di mana beberapa kualifikasi, kekuatan, atau kapasitas tertentu muncul atau diistirahatkan;khususnya: mayoritas",usia
activities,noun,ak-ˈti-və-tē,Kualitas atau keadaan aktif: perilaku atau tindakan dari jenis tertentu,kegiatan
club,noun,ˈkləb,Staf yang berat biasanya tapering dari kayu dipegang sebagai senjata,klub
example,noun,ig-ˈzam-pəl,Salah satu yang berfungsi sebagai pola untuk ditiru atau tidak ditiru,contoh
girls,noun,ˈgər(-ə)l,Seorang anak perempuan sejak lahir hingga dewasa,cewek-cewek
additional,adjective,ə-ˈdi-sh(ə-)nəl,Lebih dari biasanya atau diharapkan: ditambahkan,tambahan
password,noun,ˈpas-ˌwərd,Sesuatu yang memungkinkan seseorang lulus atau mendapatkan penerimaan: seperti,kata sandi
z,noun,ˈzē,Huruf ke -26 dan terakhir dari alfabet inggris,z
latest,adjective,ˈlā-təst,Terakhir,terbaru
something,pronoun,ˈsəm(p)-thiŋ,Beberapa hal yang tidak ditentukan atau tidak ditentukan,sesuatu
road,noun,ˈrōd,Roadstead —sering digunakan dalam jamak,jalan
gift,noun,ˈgift,"Kapasitas, bakat, atau endowmen yang menonjol",hadiah
question,noun,ˈkwes-chən,Ekspresi interogatif yang sering digunakan untuk menguji pengetahuan,pertanyaan
changes,verb,ˈchānj,Untuk membuat berbeda dalam beberapa hal tertentu: ubah,perubahan
night,noun,ˈnīt,Waktu dari senja hingga fajar saat tidak ada sinar matahari yang terlihat,malam
ca,abbreviation,ca,Sekitar,ca
hard,adjective,ˈhärd,Tidak mudah ditembus: tidak mudah menghasilkan tekanan,keras
texas,noun,ˈtek-səs,Struktur di dek tenda kapal uap yang berisi kabin petugas dan memiliki pilothouse di depan atau di atas,texas
oct,abbreviation,oct,Oktober,oct
pay,verb,ˈpā,Untuk mendapatkan kembali ke layanan yang diberikan atau properti dikirimkan,membayar
four,noun,ˈfȯr,Angka yang satu lebih dari tiga,empat
poker,noun,ˈpō-kər,Salah satu yang menyodok;terutama: batang logam untuk mengaduk api,poker
status,noun,ˈstā-təs,Posisi atau peringkat dalam kaitannya dengan orang lain,status
browse,verb,ˈbrau̇z,"Untuk makan (tunas lembut, ranting, daun pohon dan semak, dll.): untuk dikonsumsi sebagai penjelajahan",jelajahi
issue,noun,ˈi-(ˌ)shü,Materi vital atau gelisah,masalah
range,noun,ˈrānj,Serangkaian hal dalam satu baris: baris,jangkauan
building,noun,ˈbil-diŋ,Struktur yang biasanya beratap dan berdinding dibangun untuk penggunaan permanen (seperti untuk tempat tinggal),bangunan
seller,noun,ˈse-lər,Salah satu yang ditawarkan untuk dijual,penjual
court,noun,ˈkȯrt,Tempat tinggal atau pembentukan orang yang berdaulat atau yang serupa,pengadilan
february,noun,ˈfe-b(y)ə-ˌwer-ē,Bulan kedua kalender gregorian,februari
always,adverb,ˈȯl-wēz,Setiap saat: selalu,selalu
result,verb,ri-ˈzəlt,"Untuk melanjutkan atau muncul sebagai konsekuensi, efek, atau kesimpulan",hasil
audio,adjective,ˈȯ-dē-ˌō,"Atau terkait dengan frekuensi akustik, mekanik, atau listrik yang sesuai dengan gelombang suara yang biasanya terdengar yang merupakan frekuensi sekitar 15 hingga 20.000 hertz",audio
light,noun,ˈlīt,Sesuatu yang memungkinkan visi,lampu
write,verb,ˈrīt,"Untuk membentuk (karakter, simbol, dll.) di permukaan dengan instrumen (seperti pena)",menulis
war,noun,ˈwȯr,Keadaan konflik bermusuhan bersenjata yang biasanya terbuka dan dinyatakan antara negara bagian atau negara,perang
nov,abbreviation,nov,November,november
offer,verb,ˈȯ-fər,Untuk hadir sebagai tindakan ibadah atau pengabdian: pengorbanan,menawarkan
blue,adjective,ˈblü,Dari warna yang rona adalah warna yang cerah: warna biru,biru
groups,verb,group,Untuk menggabungkan dalam kelompok,kelompok
al,symbol,al,Aluminium,al
easy,adjective,ˈē-zē,Menyebabkan atau melibatkan sedikit kesulitan atau ketidaknyamanan,mudah
given,adjective,ˈgi-vən,"Khusus, ditentukan",diberikan
files,noun,ˈfī(-ə)l,Alat yang biasanya dari baja yang dikeraskan dengan cutting ridges untuk membentuk atau menghaluskan permukaan terutama logam,file
event,noun,i-ˈvent,Sesuatu yang terjadi: kejadian,peristiwa
release,verb,ri-ˈlēs,"Untuk membebaskan dari pengekangan, kurungan, atau perbudakan;juga: untuk melepaskan: memberhentikan",melepaskan
analysis,noun,ə-ˈna-lə-səs,Pemeriksaan terperinci atas apa pun yang kompleks untuk memahami sifatnya atau untuk menentukan fitur -fitur pentingnya: studi menyeluruh,analisis
request,noun,ri-ˈkwest,Tindakan atau contoh dari meminta sesuatu,meminta
fax,noun,ˈfaks,Faksimil,fax
china,noun,ˈchī-nə,"Porselen;juga: barang porselen vitreous (seperti hidangan, vas, atau ornamen) untuk penggunaan rumah tangga",cina
making,noun,ˈmā-kiŋ,"Tindakan atau proses pembentukan, menyebabkan, melakukan, atau muncul",membuat
picture,noun,ˈpik-chər,"Desain atau representasi yang dibuat dengan berbagai cara (seperti lukisan, gambar, atau fotografi)",gambar
needs,adverb,ˈnēdz,Kebutuhan: tentu saja,kebutuhan
possible,adjective,ˈpä-sə-bəl,"Berada dalam batas kemampuan, kapasitas, atau realisasi",mungkin
might,auxiliary verb,ˈmīt,"—d digunakan untuk menyatakan izin, kebebasan, probabilitas, atau kemungkinan di masa lalu",mungkin
professional,adjective,prə-ˈfesh-nəl,"Dari, berkaitan dengan, atau karakteristik suatu profesi",profesional
yet,adverb,ˈyet,Selain itu: selain itu,belum
month,noun,ˈmən(t)th,Ukuran waktu yang sesuai hampir dengan periode revolusi bulan dan berjumlah sekitar 4 minggu atau 30 hari atau 1/12 dari setahun,bulan
major,adjective,ˈmā-jər,"Lebih besar dalam martabat, pangkat, kepentingan, atau minat",besar
star,noun,ˈstär,Tubuh bercahaya alami yang terlihat di langit terutama di malam hari,bintang
areas,noun,ˈer-ē-ə,Permukaan termasuk dalam satu set garis;secara khusus: jumlah unit kotak yang sama dalam ukuran dengan permukaan,area
future,adjective,ˈfyü-chər,Itu akan menjadi;khususnya: ada setelah kematian,masa depan
space,noun,ˈspās,Suatu jangka waktu;juga: durasinya,ruang angkasa
committee,noun,kə-ˈmi-tē,"Sejumlah orang yang didelegasikan untuk mempertimbangkan, menyelidiki, mengambil tindakan, atau melaporkan beberapa masalah;secara khusus: sekelompok sesama legislator yang dipilih oleh badan legislatif untuk mempertimbangkan masalah legislatif",komite
hand,noun,ˈhand,"Bagian terminal forelimbs vertebrata saat dimodifikasi (seperti pada manusia) sebagai organ yang menggenggam: bagian tubuh di ujung lengan manusia, kera, atau monyet",tangan
sun,noun,ˈsən,"Badan selestial bercahaya di mana bumi dan planet -planet lain berputar, dari mana mereka menerima panas dan cahaya, yang sebagian besar terdiri dari hidrogen dan helium, dan yang memiliki jarak rata -rata dari bumi sekitar 93.000.000 mil (150.000.000 kilometer), diameter linier sekitar 93.000.000 mil (150.000.000 kilometer), satu diameter linier linier864.000 mil (1.390.000 kilometer), dan massa 332.000 kali lebih besar dari bumi",matahari
cards,noun,ˈkärd,Bermain kartu,kartu-kartu
problems,noun,ˈprä-bləm,"Pertanyaan yang diajukan untuk penyelidikan, pertimbangan, atau solusi",masalah
london,biographical name,ˈlən-dən,John griffith 1876—1916 jack london american writer,london
washington,biographical name,ˈwȯ-shiŋ-tən,Booker taliaferro 1856—1915 pendidik amerika,washington
meeting,noun,ˈmē-tiŋ,Tindakan atau proses berkumpul: seperti,pertemuan
rss,noun,ˌär-ˌes-ˈes,Format dokumen komputer yang memungkinkan pembaruan ke situs web untuk dengan mudah didistribusikan,rss
become,verb,bi-ˈkəm,Menjadi keberadaan,menjadi
interest,noun,ˈin-t(ə-)rəst,Perasaan yang menyertai atau menyebabkan perhatian khusus pada sesuatu atau seseorang: perhatian,minat
id,noun,ˈid,Salah satu dari tiga divisi jiwa dalam teori psikoanalitik yang benar -benar tidak disadari dan merupakan sumber energi psikis yang berasal dari kebutuhan naluriah dan mengemudi,pengenal
child,noun,ˈchī(-ə)ld,Orang muda terutama antara masa bayi dan pubertas,anak
keep,verb,ˈkēp,Untuk mempertahankan kepemilikan atau kekuatan seseorang,menyimpan
enter,verb,ˈen-tər,Untuk masuk atau masuk,memasuki
california,geographical name,ˌka-lə-ˈfȯr-nyə,"Negara bagian barat daya as di pasifik, negara bagian terpadat di negara ini;capital sacramento area 158.706 mil persegi (411.048 kilometer persegi), populasi 37.253.956",california
porn,noun,ˈpȯrn,Pornografi —sering yang digunakan sebelum kata benda lain,porno
share,verb,ˈsher,"Untuk mengambil, menggunakan, mengalami, menempati, atau menikmati orang lain",membagikan
similar,adjective,ˈsi-mə-lər,Memiliki karakteristik yang sama: sangat sebanding,serupa
garden,noun,ˈgär-dᵊn,"Sebidang tanah di mana rempah -rempah, buah -buahan, bunga, atau sayuran dibudidayakan",kebun
schools,verb,school,Untuk mengajar atau mengebor dalam pengetahuan atau keterampilan tertentu,sekolah
million,noun,ˈmi(l)-yən,Angka sama dengan 1.000 kali 1.000,juta
added,adjective,ˈa-dəd,"Ada atau terjadi sebagai peningkatan atau penambahan: tambahan, lebih lanjut",ditambahkan
reference,noun,ˈre-fərn(t)s,Tindakan merujuk atau berkonsultasi,referensi
companies,noun,ˈkəmp-nē,Asosiasi dengan yang lain: persekutuan,perusahaan
listed,verb,list,Untuk membuat daftar: hitung,terdaftar
baby,noun,ˈbā-bē,Anak yang sangat muda;khususnya: bayi - kadang -kadang digunakan untuk anak perempuan atau putra dewasa untuk mengekspresikan nostalgia orang tua atau kasih sayang,sayang
learning,noun,ˈlər-niŋ,Tindakan atau pengalaman yang dipelajari,sedang belajar
energy,noun,ˈe-nər-jē,Kualitas dinamis,energi
run,verb,ˈrən,Untuk berjalan lebih cepat dari jalan -jalan;khususnya: untuk mantap dengan melompatkan langkah sehingga kedua kaki meninggalkan tanah untuk sesaat di setiap langkah,berlari
delivery,noun,di-ˈli-v(ə-)rē,Tindakan atau cara memberikan sesuatu;juga: sesuatu yang disampaikan,pengiriman
net,noun,ˈnet,"Kain yang dipelintir, diikat, atau ditenun bersama secara berkala secara berkala",bersih
popular,adjective,ˈpä-pyə-lər,Atau berkaitan dengan masyarakat umum,populer
term,noun,ˈtərm,"Kata atau ekspresi yang memiliki makna yang tepat dalam beberapa penggunaan atau khas untuk sains, seni, profesi, atau subjek",ketentuan
film,noun,ˈfilm,Kulit tipis atau penutup membran: pelikel,film
stories,noun,ˈstȯr-ē,Akun insiden atau acara,cerita
put,verb,ˈpu̇t,Untuk ditempatkan dalam posisi atau hubungan tertentu: lay,meletakkan
computers,noun,kəm-ˈpyü-tər,"Salah satu yang menghitung;khususnya: perangkat elektronik yang dapat diprogram yang dapat menyimpan, mengambil, dan memproses data yang dapat diprogram",komputer
journal,noun,ˈjər-nᵊl,Koran harian - biasanya digunakan dalam judul,jurnal
reports,verb,report,Untuk memberikan akun: berhubungan,laporan
co,abbreviation,co,Perusahaan,bersama
try,verb,ˈtrī,Untuk berusaha,mencoba
welcome,verb,ˈwel-kəm,Untuk menyapa dengan ramah dan sopan atau ramah,selamat datang
central,adjective,ˈsen-trəl,Berisi atau membentuk pusat,pusat
images,noun,ˈi-mij,Representasi visual dari sesuatu: seperti,gambar-gambar
president,noun,ˈpre-zə-dənt,Seorang pejabat yang dipilih untuk memimpin rapat atau majelis,presiden
notice,noun,ˈnō-təs,Peringatan atau intimasi sesuatu: pengumuman,melihat
god,noun,ˈgäd,Realitas tertinggi atau tertinggi: seperti,tuhan
original,adjective,ə-ˈri-jə-nᵊl,"Dari, berkaitan dengan, atau merupakan asal atau awal: inisial",asli
head,noun,ˈhed,"Pembagian tubuh hewan atas atau anterior yang mengandung otak, organ indera utama, dan mulut",kepala
radio,adjective,ˈrā-dē-ˌō,"Dari, berkaitan dengan, atau dioperasikan dengan energi radiasi",radio
until,preposition,ən-ˈtil,Ke,sampai
cell,noun,ˈsel,Sebuah rumah religius kecil yang bergantung pada biara atau biara,sel
color,noun,ˈkə-lər,"Fenomena cahaya (seperti merah, coklat, merah muda, atau abu -abu) atau persepsi visual yang memungkinkan seseorang untuk membedakan objek yang identik",warna
self,noun,ˈself,Karakter atau perilaku khas individu,diri sendiri
council,noun,ˈkau̇n(t)-səl,"Majelis atau pertemuan untuk konsultasi, saran, atau diskusi",dewan
away,adverb,ə-ˈwā,Dalam perjalanan: bersama,jauh
includes,verb,in-ˈklüd,Untuk menerima atau menjadi bagian dari keseluruhan atau kelompok,termasuk
track,noun,ˈtrak,Jejak kaki apakah terbaru atau fosil,melacak
australia,geographical name,ȯ-ˈstrāl-yə,Benua belahan bumi timur tenggara asia dan selatan daerah khatulistiwa 2.948.366 mil persegi (7.665.751 kilometer persegi),australia
discussion,noun,di-ˈskə-shən,Pertimbangan pertanyaan dalam debat terbuka dan biasanya,diskusi
archive,noun,ˈär-ˌkīv,Tempat di mana catatan publik atau bahan historis (seperti dokumen) dilestarikan;juga: materi yang diawetkan - sering digunakan dalam jamak,arsip
once,adverb,ˈwən(t)s,Satu kali dan tidak lebih,sekali
others,noun,other,Yang berbeda atau tambahan,yang lain
entertainment,noun,ˌen-tər-ˈtān-mənt,Hiburan atau pengalihan yang disediakan terutama oleh pemain,hiburan
agreement,noun,ə-ˈgrē-mənt,"Harmoni pendapat, tindakan, atau karakter: concord",perjanjian
format,noun,ˈfȯr-ˌmat,"Bentuk, ukuran, dan riasan umum (pada sesuatu yang dicetak)",format
least,adjective,ˈlēst,Penting atau posisi terendah,paling sedikit
society,noun,sə-ˈsī-ə-tē,Persahabatan atau asosiasi dengan rekannya: persahabatan atau intimal intim: perusahaan,masyarakat
months,noun,ˈmən(t)th,Ukuran waktu yang sesuai hampir dengan periode revolusi bulan dan berjumlah sekitar 4 minggu atau 30 hari atau 1/12 dari setahun,bulan
log,noun,ˈlȯg,"Potongan yang biasanya tebal atau panjang potongan pohon atau tumbang;terutama: panjang batang pohon yang siap untuk digergaji dan lebih dari enam kaki (1,8 meter) panjang",catatan
safety,noun,ˈsāf-tē,"Kondisi aman dari menjalani atau menyebabkan sakit, cedera, atau kehilangan",keamanan
friends,noun,ˈfrend,Satu melekat pada orang lain dengan kasih sayang atau penghargaan,teman-teman
sure,adjective,ˈshu̇r,Ditandai oleh atau diberikan pada perasaan yakin,tentu
faq,noun,ˈfak,Dokumen (seperti di situs web) yang memberikan jawaban untuk daftar pertanyaan khas yang mungkin ditanyakan pengguna tentang subjek tertentu;juga: pertanyaan yang termasuk dalam dokumen seperti itu,faq
trade,noun,ˈtrād,Bisnis membeli dan menjual atau barter komoditas: perdagangan,berdagang
edition,noun,i-ˈdi-shən,Formulir atau versi di mana teks diterbitkan,edisi
cars,noun,ˈkär,Kendaraan yang bergerak di atas roda: seperti,mobil
messages,noun,ˈme-sij,"Komunikasi secara tertulis, dalam pidato, atau dengan sinyal",pesan
marketing,noun,ˈmär-kə-tiŋ,Tindakan atau proses penjualan atau pembelian di pasar,pemasaran
tell,verb,ˈtel,Untuk berhubungan secara detail: narasi,memberi tahu
